date,year,month,day,dow,dow_num,TOTAL_CRIMES,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BAR_OR_TAVERN,HAIRDRESSERS,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANING_STORE,CLUB,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,KENNEL,LAKE,LIBRARY,LIQUOR_STORE,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,RESIDENCE,RESTAURANT,RETAIL_STORE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,YARD,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2019-01-31,2019,1,31,Thursday,4,459,0,0,3,0,97,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,5,0,11,4,0,0,4,3,2,0,0,0,0,0,0,0,6,0,8,0,0,0,6,1,0,0,0,1,0,1,0,0,0,0,27,0,9,0,1,0,0,98,10,0,0,1,2,16,19,0,0,104,1,0,0,0,0,0,8,0,0,1,0,0,43,82,7,0,3,46,1,11,33,0,0,3,0,0,0,41,15,0,0,5,0,46,0,0,0,0,11,2,1,102,6,15.7,1.9,1022.5,9.5,16.4,28.9,41.0,42.1,8.1,0.0,999.9,0
2019-02-01,2019,2,1,Friday,5,776,0,0,6,0,139,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,2,0,0,0,8,2,4,0,9,2,3,1,5,0,3,1,0,0,0,0,0,0,11,1,7,0,0,2,5,1,0,0,0,0,0,3,1,0,4,0,40,0,17,0,3,0,0,201,13,0,0,6,9,42,18,0,0,156,0,1,0,1,0,3,21,0,0,1,0,2,46,90,29,0,9,68,3,16,99,0,0,6,0,0,0,34,62,0,0,13,0,87,4,0,4,0,20,11,1,162,9,17.6,-1.7,1027.8,9.8,10.9,18.1,24.1,21.9,8.1,0.0,999.9,0
2019-02-02,2019,2,2,Saturday,6,722,0,3,12,0,103,0,0,0,0,0,2,11,1,0,1,0,3,0,2,0,0,0,0,0,5,1,9,0,7,2,0,0,11,0,3,0,0,0,0,0,0,0,10,1,9,0,0,3,6,0,0,0,0,1,0,1,0,0,4,0,20,0,23,0,1,0,0,166,26,0,0,1,1,41,29,1,0,172,0,0,0,3,0,0,22,1,0,1,0,1,51,126,26,0,4,75,1,16,47,0,0,5,1,1,0,23,55,0,0,8,0,58,6,0,2,0,13,4,0,185,13,23.5,10.5,1023.7,10.0,11.8,25.1,32.1,36.0,10.9,0.0,999.9,0
2019-02-03,2019,2,3,Sunday,7,596,1,2,14,0,79,0,0,0,0,0,0,16,0,0,0,0,0,0,3,3,0,0,2,0,3,0,3,0,10,3,0,0,11,2,1,0,0,0,0,0,0,0,6,3,5,0,0,2,6,0,0,0,0,1,0,0,0,0,3,0,22,1,15,0,1,0,0,127,16,0,0,0,1,52,12,0,0,150,2,0,0,0,0,0,16,0,0,1,0,0,60,138,14,2,3,57,1,14,30,0,0,3,0,0,1,24,31,0,0,4,0,39,4,0,6,0,22,2,0,119,19,35.4,28.0,1019.9,8.1,10.4,21.0,31.1,37.0,28.9,0.0,999.9,0
2019-02-04,2019,2,4,Monday,1,736,0,4,13,0,102,0,0,0,0,1,2,5,1,0,0,0,0,0,4,1,0,0,0,1,5,2,4,0,14,5,0,2,6,1,2,0,0,0,0,0,0,0,7,4,12,0,0,9,8,0,0,0,0,0,0,1,0,0,2,0,28,0,45,0,4,0,0,164,21,0,0,7,20,46,16,1,0,152,1,0,0,0,0,0,11,1,0,0,0,0,65,129,34,0,5,85,3,28,58,0,0,0,1,1,0,19,40,0,0,8,0,39,0,0,5,0,14,6,1,181,14,39.7,36.7,1019.4,7.5,7.3,9.9,999.9,48.9,28.0,0.0,999.9,0
2019-02-05,2019,2,5,Tuesday,2,653,2,1,8,0,99,0,2,0,0,1,4,2,1,0,0,0,2,0,2,2,0,0,0,1,6,2,2,0,12,6,0,2,13,1,1,1,0,0,0,0,0,0,7,0,12,0,0,3,3,0,0,0,0,0,0,2,0,0,1,0,27,2,22,0,8,0,0,145,16,0,0,3,20,42,23,1,0,115,0,1,0,2,0,1,15,1,0,3,0,3,57,104,31,0,2,59,1,13,41,0,0,5,0,1,0,21,46,0,1,6,0,57,0,0,3,0,10,3,2,166,20,43.0,42.1,1014.2,3.0,4.8,9.9,999.9,50.0,34.0,0.0,999.9,1
2019-02-06,2019,2,6,Wednesday,3,636,0,2,9,0,88,0,0,0,0,0,4,0,2,0,0,0,0,0,2,1,0,0,0,1,3,0,4,0,21,6,1,0,12,1,7,0,0,0,0,0,0,0,11,3,9,0,1,2,2,0,0,0,0,1,0,0,0,0,2,0,25,2,18,0,4,0,0,143,14,0,1,5,18,46,24,0,0,124,0,1,0,1,1,0,10,1,0,2,0,1,57,121,28,2,2,57,0,21,37,0,0,5,0,1,0,20,49,0,0,5,0,51,1,0,2,0,17,3,1,148,5,39.1,31.5,1020.4,9.9,9.7,14.0,15.9,50.0,33.1,0.0,999.9,0
2019-02-07,2019,2,7,Thursday,4,670,0,4,9,0,93,0,2,1,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,2,4,1,3,0,18,6,3,0,10,1,2,0,0,0,0,0,0,0,8,2,5,0,0,4,1,0,0,0,0,0,0,1,0,0,4,0,34,0,20,0,2,1,0,142,23,0,0,3,32,50,22,2,0,127,1,0,0,1,0,1,8,3,0,4,0,0,62,122,26,0,0,64,1,15,50,0,0,5,0,1,0,19,47,0,0,5,0,40,0,0,8,0,13,9,0,171,12,39.1,37.9,1019.5,4.5,11.8,21.0,26.0,43.0,33.1,0.33,999.9,0
2019-02-08,2019,2,8,Friday,5,642,1,7,7,0,78,0,0,0,0,1,5,6,0,0,1,0,0,0,4,0,0,0,0,0,9,1,7,0,13,9,2,0,5,0,1,3,0,0,0,0,0,0,5,0,9,0,0,3,5,0,0,0,0,1,0,1,0,0,0,0,33,2,21,0,3,0,0,129,21,0,0,1,27,27,27,0,0,139,1,1,0,0,0,0,20,0,0,3,0,0,38,99,24,1,4,56,2,19,54,1,0,3,0,0,1,31,62,0,0,2,0,43,6,0,1,0,15,4,0,169,7,40.6,39.4,1012.4,3.0,9.8,15.9,22.9,45.0,36.0,0.02,999.9,1
2019-02-09,2019,2,9,Saturday,6,756,0,3,10,0,101,0,1,0,0,0,1,22,1,0,1,0,1,0,1,2,0,0,0,0,2,3,6,0,13,6,4,0,20,4,2,0,0,0,0,0,0,0,10,0,17,0,1,4,4,0,1,0,0,2,0,0,1,0,0,0,32,1,19,0,1,0,0,156,24,0,0,2,1,54,22,2,0,159,3,1,0,2,0,0,24,1,0,0,0,2,42,138,20,0,4,84,2,27,48,1,0,3,0,0,1,23,62,0,0,8,0,60,6,0,5,0,17,3,0,183,15,31.5,10.3,1024.7,10.0,16.4,22.9,33.0,45.0,25.0,0.0,999.9,0
2019-02-10,2019,2,10,Sunday,7,638,0,2,18,0,98,2,0,1,0,0,1,26,1,0,1,0,0,0,4,2,0,0,0,0,2,1,6,0,9,6,0,0,11,2,4,0,0,0,0,0,0,0,8,0,8,0,2,5,6,0,0,0,0,0,0,1,0,0,3,0,29,3,19,1,0,2,0,128,14,0,0,0,1,34,16,0,0,138,1,2,0,3,0,3,13,0,0,0,0,3,46,142,24,0,5,70,1,7,40,0,0,1,0,1,0,21,37,0,1,6,0,42,0,0,4,0,16,5,0,143,20,28.7,9.5,1034.3,10.0,11.7,15.9,22.0,34.0,24.1,0.0,999.9,0
2019-02-11,2019,2,11,Monday,1,626,1,2,13,0,91,0,1,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,1,5,3,3,0,11,9,1,0,11,3,1,0,0,0,1,0,0,0,8,0,6,0,0,2,2,0,1,0,0,2,0,1,0,0,4,0,27,1,19,0,3,0,0,141,12,0,0,1,23,42,17,0,0,119,0,2,0,0,1,0,20,0,0,0,0,1,42,101,37,0,0,53,1,13,50,0,0,6,2,0,0,26,42,0,0,8,0,38,1,0,2,0,24,5,0,154,20,30.7,14.4,1026.6,10.0,8.1,14.0,18.1,34.0,24.1,0.0,999.9,0
2019-02-12,2019,2,12,Tuesday,2,665,1,5,5,1,108,0,4,0,0,2,5,4,1,0,0,0,0,0,2,0,0,0,0,0,6,0,5,0,12,6,1,1,21,2,2,0,0,0,0,0,0,0,12,0,15,0,0,7,1,0,0,0,0,1,0,0,0,0,5,0,23,1,19,0,4,0,0,139,22,0,0,1,28,27,26,0,0,119,1,1,0,0,0,1,11,0,0,0,0,1,62,116,28,0,3,61,1,20,55,0,0,5,1,0,0,25,48,0,0,4,0,44,1,0,3,0,16,1,1,158,11,29.4,19.8,1028.5,8.2,11.2,18.1,24.1,35.1,24.1,0.0,999.9,1
2019-02-13,2019,2,13,Wednesday,3,643,0,1,7,1,93,0,1,2,0,0,3,1,0,0,0,0,0,0,5,1,0,0,0,1,5,0,8,0,16,2,0,0,14,1,2,0,0,0,0,0,0,0,8,1,4,0,1,5,3,0,0,0,0,1,0,2,2,0,0,0,33,1,24,0,3,0,0,138,15,0,0,2,26,45,20,1,0,118,0,0,0,0,0,0,11,4,0,1,0,0,57,116,29,0,0,52,1,15,48,0,0,6,0,1,0,24,44,0,0,11,0,53,0,0,6,0,17,5,0,147,9,41.1,37.0,1003.4,4.4,17.9,27.0,34.0,46.9,24.1,0.3,999.9,1
2019-02-14,2019,2,14,Thursday,4,742,0,1,11,0,115,0,1,2,1,0,2,3,0,0,0,0,0,0,7,1,0,0,0,1,4,1,10,0,13,3,0,1,12,0,4,0,0,1,0,0,0,0,10,2,11,0,0,8,2,0,0,0,0,1,0,0,0,0,6,0,33,1,26,0,4,0,0,161,21,0,0,8,25,51,24,0,0,140,1,0,0,1,0,1,7,0,0,1,0,2,69,154,24,0,3,56,0,17,55,0,0,1,0,1,1,24,46,0,0,6,0,68,0,0,4,0,22,1,1,167,18,35.5,19.5,1012.2,10.0,15.9,22.0,33.0,46.9,32.0,0.03,999.9,0
2019-02-15,2019,2,15,Friday,5,741,0,2,11,0,103,1,0,0,0,0,5,6,0,0,0,0,0,0,5,1,0,0,0,0,7,3,4,0,23,2,1,1,7,2,5,0,0,0,0,0,0,0,12,1,10,0,0,6,6,0,0,0,0,1,0,1,1,0,1,0,34,0,29,0,2,0,0,156,15,0,0,2,27,43,18,0,0,159,0,0,0,2,0,0,19,2,0,0,0,2,64,120,24,0,3,64,2,22,64,0,0,3,0,0,0,25,58,0,0,9,0,62,1,0,3,0,11,3,1,189,11,39.8,36.0,1015.0,8.2,14.2,25.1,32.1,48.9,30.0,0.0,999.9,0
2019-02-16,2019,2,16,Saturday,6,677,0,1,7,0,116,0,3,0,0,0,1,9,0,0,0,0,1,0,1,1,0,0,0,0,2,1,10,2,18,7,0,0,10,1,1,0,0,0,0,0,0,0,13,0,12,0,0,6,10,0,0,0,0,0,0,1,1,0,1,0,30,0,28,0,1,0,0,135,25,0,0,2,1,35,21,2,0,144,1,0,0,0,0,0,15,0,0,1,0,0,41,144,19,1,3,68,1,14,38,0,0,5,0,0,1,24,40,0,0,3,0,64,0,0,2,0,16,3,0,172,17,41.1,32.4,1007.1,7.9,10.6,20.0,26.0,48.9,30.0,0.05,999.9,0
2019-02-17,2019,2,17,Sunday,7,618,0,4,13,0,104,0,0,2,0,0,0,14,1,0,0,0,1,0,3,3,0,0,0,0,3,1,7,0,18,2,0,0,16,0,3,0,0,0,0,0,0,0,8,0,9,0,1,7,6,0,0,0,0,0,0,0,1,0,3,0,16,3,19,0,1,0,0,108,29,0,0,1,0,38,23,0,0,130,1,0,0,3,0,1,13,2,0,0,0,1,52,148,15,1,2,50,2,19,34,0,0,6,0,0,0,35,38,0,1,3,0,29,0,0,5,0,19,5,0,137,15,30.9,20.8,1016.9,10.0,7.6,14.0,22.0,46.0,25.0,0.01,999.9,0
2019-02-18,2019,2,18,Monday,1,590,1,1,12,0,95,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,1,0,1,0,5,0,8,0,13,1,1,0,14,3,1,2,0,0,1,0,0,0,9,2,9,0,0,3,2,0,0,0,0,0,0,2,0,0,3,0,22,1,14,0,3,0,0,144,24,0,0,0,1,24,9,0,0,131,0,2,0,1,0,0,8,2,0,2,0,0,39,110,21,1,3,66,2,14,31,0,0,4,0,0,0,25,33,0,0,9,0,45,0,0,3,0,12,2,0,153,17,32.8,30.3,1013.3,6.3,8.0,17.1,25.1,37.4,24.1,0.17,999.9,0
2019-02-19,2019,2,19,Tuesday,2,613,0,1,7,0,83,0,2,0,0,1,3,2,0,0,0,0,1,0,2,1,2,0,0,1,5,1,8,0,8,2,1,1,9,1,3,0,0,0,0,0,0,0,10,2,9,0,0,4,1,0,0,0,0,1,0,2,0,0,3,0,23,1,16,0,0,0,0,152,12,0,0,12,19,47,22,0,0,117,2,0,0,0,0,0,9,0,0,1,0,1,58,98,25,0,1,60,1,15,51,0,0,5,0,1,3,18,40,0,0,14,0,55,1,0,2,0,18,2,1,133,10,25.9,12.6,1028.5,10.0,15.1,24.1,29.9,37.0,19.9,0.11,999.9,0
2019-02-20,2019,2,20,Wednesday,3,635,1,2,13,0,104,0,1,1,0,0,2,1,2,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,5,6,0,0,10,1,4,1,0,0,0,0,0,0,7,1,6,0,0,4,5,0,0,0,0,1,0,2,1,0,2,0,30,3,22,0,6,1,0,129,15,0,0,0,16,35,17,0,0,140,1,1,0,2,0,1,13,0,0,0,0,1,43,115,25,0,1,59,0,17,55,0,0,4,0,1,0,30,42,0,0,5,0,49,0,0,3,0,26,6,1,142,10,26.7,10.2,1034.1,10.0,7.7,14.0,18.1,30.0,19.9,0.0,999.9,0
2019-02-21,2019,2,21,Thursday,4,696,0,3,8,0,84,0,2,1,0,1,2,4,0,0,0,0,0,0,3,0,0,0,0,2,10,0,5,0,17,5,0,1,14,2,2,1,0,1,0,0,0,0,9,1,7,0,0,3,3,0,0,0,0,1,0,2,0,0,3,0,31,3,25,0,6,0,0,151,23,0,0,3,36,45,15,0,0,145,0,0,0,2,0,1,10,2,0,1,0,0,56,122,24,0,3,58,2,19,52,0,0,6,1,1,1,14,44,0,0,12,0,49,0,0,4,0,25,5,2,181,13,36.8,32.9,1016.1,6.4,13.3,24.1,33.0,46.0,23.0,0.24,999.9,1
2019-02-22,2019,2,22,Friday,5,712,0,6,12,0,113,0,1,0,0,1,3,5,0,0,0,0,0,0,2,3,1,0,0,0,5,2,6,0,16,8,0,1,20,2,3,1,0,0,0,0,0,0,8,2,6,0,1,2,9,0,0,0,0,1,0,3,0,0,2,0,33,4,21,1,2,0,0,133,17,0,0,4,21,47,19,0,0,134,1,1,0,2,1,1,17,1,0,1,0,1,52,121,34,1,2,55,1,16,64,0,0,6,1,1,0,26,57,0,0,5,0,56,1,0,5,0,22,4,4,149,27,38.3,26.1,1022.3,10.0,8.7,14.0,999.9,46.0,30.9,0.2,999.9,0
2019-02-23,2019,2,23,Saturday,6,647,1,1,4,0,79,0,2,2,0,2,1,20,1,0,0,0,0,0,5,4,0,0,0,0,3,0,3,0,13,1,0,0,9,0,1,0,0,0,0,0,0,0,14,0,15,0,0,6,4,0,0,0,0,0,0,0,0,0,5,0,31,0,21,0,0,0,0,139,24,0,0,0,0,48,14,0,0,153,1,0,0,1,0,1,15,1,0,0,0,2,48,122,21,0,4,71,2,16,40,0,0,2,1,0,0,26,56,0,0,9,0,44,0,0,3,0,20,3,0,145,11,34.8,27.7,1030.2,10.0,4.9,8.9,999.9,43.0,30.0,0.0,999.9,0
2019-02-24,2019,2,24,Sunday,7,547,0,2,6,0,78,0,1,0,0,0,1,12,1,0,0,0,0,0,2,2,0,0,0,0,7,1,6,0,16,1,1,0,9,1,4,0,0,0,0,0,0,0,9,1,8,0,0,4,5,0,0,0,0,0,0,0,0,0,2,0,24,0,9,0,1,0,0,121,18,0,0,0,0,33,13,0,0,124,2,1,0,0,0,3,16,0,0,0,0,2,33,118,16,0,1,51,2,28,25,0,0,2,0,0,0,12,33,0,0,7,0,41,0,0,2,0,23,2,0,139,10,40.5,37.9,1018.9,5.7,14.1,28.0,34.0,46.9,30.0,0.01,999.9,1
2019-02-25,2019,2,25,Monday,1,597,0,2,10,0,86,0,3,1,0,0,1,4,1,0,0,0,0,0,2,3,0,0,0,0,8,1,2,0,12,3,0,0,11,1,4,0,0,0,0,0,0,0,9,2,14,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,25,0,16,0,1,0,0,122,22,0,0,4,22,35,14,1,0,136,0,0,0,1,0,2,6,0,0,0,0,1,38,109,16,0,0,54,1,13,45,0,0,3,0,1,0,28,44,0,0,7,0,47,1,0,7,0,16,1,1,150,13,38.7,25.2,999.2,8.4,24.3,31.1,42.9,46.9,33.1,0.63,999.9,0
2019-02-26,2019,2,26,Tuesday,2,609,0,2,7,0,83,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,7,0,14,4,1,0,8,0,3,0,0,0,0,0,0,0,14,1,7,0,0,3,0,0,0,0,0,1,0,2,0,0,2,0,42,2,11,0,5,0,0,129,20,0,0,3,29,34,15,0,0,133,0,1,0,1,1,0,7,1,0,0,0,1,57,111,21,1,1,52,0,22,46,0,0,3,1,0,0,16,32,0,0,4,0,59,0,0,5,0,16,5,0,150,6,29.2,6.8,1019.3,10.0,20.2,26.0,42.0,42.1,26.1,0.0,999.9,0
2019-02-27,2019,2,27,Wednesday,3,649,0,2,12,0,97,0,1,0,0,0,2,1,1,0,0,0,0,0,2,5,0,0,0,0,4,0,5,0,18,4,1,1,6,1,5,0,0,0,0,1,0,0,14,3,16,0,0,6,2,0,0,0,0,1,0,0,0,0,5,0,21,1,18,0,0,0,0,141,17,0,0,3,24,32,20,0,0,130,1,0,0,2,0,0,17,0,0,0,0,1,45,112,22,2,2,64,1,20,64,0,0,4,0,1,0,21,54,0,0,4,0,43,4,0,4,0,21,1,3,144,11,21.6,-0.8,1027.6,10.0,10.9,20.0,32.1,33.1,17.1,0.0,999.9,0
2019-02-28,2019,2,28,Thursday,4,595,1,7,7,1,86,0,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,12,3,1,1,12,1,1,0,0,0,1,0,0,0,10,1,9,0,0,2,3,0,0,0,0,2,0,0,0,0,1,0,32,0,16,0,1,0,0,152,15,0,0,1,21,38,13,0,0,105,0,1,0,1,0,2,15,1,0,0,0,0,40,98,14,0,4,48,1,21,63,0,0,3,1,0,0,20,29,0,0,8,0,49,0,0,6,0,16,4,1,155,14,26.0,18.6,1020.0,7.4,8.0,18.1,22.0,30.9,17.1,0.04,999.9,0
2019-03-01,2019,3,1,Friday,5,756,1,2,10,0,124,1,1,2,0,0,2,6,0,0,0,0,0,0,2,1,1,0,0,0,5,0,9,0,5,8,0,2,5,1,2,0,0,0,0,0,0,0,6,0,5,0,0,3,8,0,0,0,0,0,0,0,0,0,6,0,28,2,19,0,2,0,0,191,16,0,0,6,21,53,17,0,0,145,2,1,0,3,0,1,16,1,0,0,0,1,47,97,23,1,4,63,3,12,110,0,0,4,0,4,0,27,60,0,0,13,0,74,6,0,3,0,20,8,0,151,25,26.7,18.2,1026.9,10.0,4.0,7.0,999.9,35.1,16.0,0.0,999.9,0
2019-03-02,2019,3,2,Saturday,6,665,1,2,18,0,91,2,0,0,0,0,1,8,1,1,0,0,0,0,4,1,0,0,0,0,3,1,7,0,6,2,0,0,14,1,3,0,0,0,0,0,0,0,9,0,12,0,0,3,4,0,0,0,1,0,0,1,0,0,1,0,30,0,21,0,2,0,0,142,22,0,0,2,0,36,30,2,0,157,3,0,0,1,0,0,14,1,0,0,0,0,52,137,25,0,1,62,1,17,47,0,0,5,0,0,2,29,54,0,0,4,0,38,3,0,0,0,20,4,0,135,27,35.1,32.5,1016.8,6.0,16.1,28.0,35.9,37.0,33.1,0.35,999.9,0
2019-03-03,2019,3,3,Sunday,7,551,0,0,7,0,99,0,0,0,0,0,4,11,2,0,0,0,0,0,4,1,0,0,0,0,1,0,4,0,14,2,0,0,8,1,0,0,0,0,0,0,0,0,7,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,24,1,15,0,0,1,0,123,17,0,0,1,0,29,11,0,0,132,2,1,0,0,0,2,8,3,0,0,0,1,46,129,16,0,4,52,4,10,41,0,1,7,0,0,1,26,37,0,1,4,0,45,0,0,2,0,15,2,1,94,10,34.5,29.2,1018.5,10.0,5.7,15.9,999.9,42.1,26.1,0.73,999.9,0
2019-03-04,2019,3,4,Monday,1,544,1,2,9,1,93,0,0,1,0,0,3,1,0,0,0,0,0,0,3,0,2,0,0,0,5,0,3,0,8,3,0,0,7,0,1,1,0,1,0,0,0,0,7,0,9,0,1,5,2,0,0,0,0,0,0,1,1,0,1,0,21,0,10,0,3,1,0,128,15,0,0,2,18,36,10,0,0,107,0,0,0,2,1,1,13,0,0,2,0,2,38,107,13,1,2,44,1,8,49,0,0,4,0,0,0,23,44,0,0,8,0,58,1,0,1,0,7,1,0,123,9,37.9,34.0,1004.8,7.7,15.3,28.0,38.1,42.1,26.1,1.22,999.9,0
2019-03-05,2019,3,5,Tuesday,2,542,1,2,8,0,81,1,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,5,0,10,4,1,1,12,2,1,0,0,0,0,0,0,0,10,2,9,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,32,0,13,0,1,0,0,113,18,0,0,1,11,36,18,0,0,110,0,0,0,0,0,1,14,0,0,0,0,0,45,90,20,0,0,44,1,11,51,0,0,2,1,0,0,23,46,0,0,6,0,42,3,0,4,0,15,5,2,123,6,28.2,11.9,1014.9,10.0,12.4,17.1,25.1,41.0,21.9,1.1,999.9,0
2019-03-06,2019,3,6,Wednesday,3,629,0,0,8,0,82,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,10,1,0,2,8,1,2,1,0,0,0,0,0,0,10,6,6,0,0,4,4,0,0,0,0,0,0,2,0,0,3,0,28,0,23,0,3,0,0,157,17,0,0,5,30,50,16,0,0,117,1,0,0,2,0,0,8,0,0,2,0,0,50,108,17,0,1,61,5,24,62,0,0,1,0,0,0,21,49,0,1,7,0,51,0,0,3,0,12,0,0,148,8,25.4,6.0,1014.7,10.0,13.5,18.1,27.0,30.0,21.9,0.0,999.9,0
2019-03-07,2019,3,7,Thursday,4,610,0,2,10,0,85,0,0,0,0,1,3,7,1,0,0,0,1,0,1,1,0,0,0,4,3,1,4,0,22,3,1,0,5,2,0,0,0,0,0,0,0,0,8,2,6,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,27,2,21,0,6,0,0,131,17,0,0,0,19,36,10,0,0,129,4,1,0,4,0,2,15,0,0,1,0,0,35,111,17,0,2,58,0,17,54,0,0,3,1,0,0,16,49,0,0,8,0,48,0,0,5,0,28,3,1,148,6,22.1,1.6,1022.9,10.0,12.5,19.0,24.1,28.0,15.1,0.0,999.9,0
2019-03-08,2019,3,8,Friday,5,718,0,4,14,0,89,0,3,1,0,0,7,6,3,0,0,0,0,0,7,2,0,0,0,2,3,0,5,0,8,8,0,0,10,0,1,1,0,0,0,0,0,0,12,2,10,0,0,8,4,0,0,1,0,0,0,2,1,0,1,0,38,3,28,1,3,0,0,144,21,0,0,9,28,43,18,1,0,145,0,1,0,0,0,1,16,0,0,1,0,0,53,132,30,1,1,74,3,18,61,0,0,3,2,2,0,31,58,0,0,7,0,38,0,0,7,0,28,5,3,138,21,27.2,10.7,1027.8,10.0,10.9,17.1,20.0,35.1,15.1,0.0,999.9,0
2019-03-09,2019,3,9,Saturday,6,617,1,0,12,0,99,0,1,1,0,1,1,5,0,0,0,1,0,0,3,2,0,0,0,1,4,0,6,0,9,2,2,2,10,1,4,2,0,0,0,0,0,0,11,2,9,0,0,2,4,0,2,0,0,1,0,0,0,0,1,0,25,1,21,0,4,0,0,129,13,0,0,0,0,46,13,1,0,140,5,1,0,0,0,1,15,0,0,0,0,0,43,146,20,0,4,68,0,14,29,0,0,5,0,0,0,21,52,0,0,4,0,44,1,0,1,0,19,2,2,126,16,35.1,22.7,1025.1,10.0,7.4,12.0,999.9,44.1,19.9,0.0,999.9,0
2019-03-10,2019,3,10,Sunday,7,612,0,0,11,0,101,0,0,0,0,0,0,15,0,0,0,0,0,0,1,2,1,0,0,2,5,0,10,0,8,1,0,0,9,1,1,0,0,0,0,0,0,0,5,1,9,0,0,4,2,0,1,0,0,0,0,0,1,0,0,0,15,3,19,0,2,0,0,124,27,0,0,0,0,38,12,2,0,161,2,0,0,1,0,2,12,0,0,0,0,1,53,140,18,0,5,75,2,15,30,0,0,1,0,1,1,24,43,0,0,5,0,45,0,0,5,0,14,1,1,118,13,36.8,30.2,1027.7,7.1,14.7,27.0,41.0,46.9,25.0,0.0,999.9,1
2019-03-11,2019,3,11,Monday,1,700,0,6,16,0,82,0,0,2,0,0,5,3,0,0,0,0,0,0,9,1,0,0,0,2,6,0,4,0,19,5,0,0,6,3,1,0,0,0,0,0,0,0,8,3,10,0,0,2,5,0,0,0,0,0,0,2,0,0,2,0,28,0,27,0,1,0,0,145,23,0,0,7,26,43,14,0,0,164,0,0,0,5,0,1,10,1,0,0,0,0,57,127,21,0,3,63,1,21,57,0,0,2,1,1,0,34,42,0,0,7,0,52,0,0,6,0,20,6,1,163,15,41.7,38.1,1014.1,6.0,11.1,19.0,25.1,46.9,32.0,0.46,999.9,1
