date,year,month,day,dow,dow_num,TOTAL_CRIMES,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BAR_OR_TAVERN,HAIRDRESSERS,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANING_STORE,CLUB,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,KENNEL,LAKE,LIBRARY,LIQUOR_STORE,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,RESIDENCE,RESTAURANT,RETAIL_STORE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,YARD,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2020-09-16,2020,9,16,Wednesday,3,618,0,1,15,0,83,1,0,0,0,0,3,2,0,0,0,0,0,0,2,2,1,0,0,0,1,0,5,0,1,6,2,0,5,0,2,0,0,0,0,0,0,0,11,3,13,0,0,4,2,0,0,0,0,0,0,1,0,0,7,0,16,2,19,0,0,0,0,154,11,0,0,0,1,33,13,1,0,175,1,0,0,3,0,0,10,1,0,0,0,4,61,112,26,1,0,83,3,18,36,0,0,2,1,1,0,29,15,0,0,1,0,43,1,0,3,0,18,1,0,132,26,70.6,55.2,1016.6,10.0,7.8,12,18.1,82.9,59.0,0.0,999.9,0
2020-09-17,2020,9,17,Thursday,4,535,1,1,12,0,90,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,7,4,0,0,3,0,3,0,0,2,0,0,0,0,6,0,4,0,1,2,2,0,0,0,0,0,0,2,0,0,3,0,16,3,14,0,1,0,0,134,6,0,0,0,1,36,10,0,0,130,2,0,0,2,0,0,15,0,0,0,0,0,57,107,20,0,0,59,1,10,44,0,0,1,3,0,1,26,11,0,0,10,0,34,4,0,2,0,18,3,0,101,22,67.8,53.3,1018.6,9.8,12.8,18.1,25.1,81.0,62.1,0.0,999.9,0
2020-09-18,2020,9,18,Friday,5,576,0,3,16,0,93,0,3,2,1,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,5,3,5,0,4,2,1,0,7,1,3,0,0,0,0,0,0,0,11,1,3,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,25,1,21,1,8,0,0,126,11,0,0,2,3,39,9,0,0,128,0,0,0,3,0,1,8,2,0,4,0,0,47,111,25,0,0,77,6,8,42,0,0,0,1,0,3,33,18,0,0,9,0,34,4,0,2,0,22,1,0,110,21,59.4,41.0,1025.1,10.0,12.6,18.1,24.1,62.1,55.0,0.0,999.9,0
2020-09-19,2020,9,19,Saturday,6,589,0,2,12,0,98,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,2,1,6,0,8,3,0,0,6,2,1,0,0,0,1,0,0,0,14,1,5,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,14,5,22,0,1,0,0,112,7,0,0,1,5,66,13,1,0,153,0,1,0,1,0,1,4,0,0,2,0,1,47,119,20,3,0,65,5,16,22,1,0,0,1,0,0,33,15,0,0,5,0,43,3,0,0,0,31,1,0,118,39,55.0,36.9,1028.2,10.0,5.2,8.9,999.9,64.9,46.9,0.0,999.9,0
2020-09-20,2020,9,20,Sunday,7,604,0,0,20,0,94,1,0,1,0,0,1,1,1,0,0,0,1,0,3,0,1,0,0,0,4,0,4,0,6,2,0,0,6,3,2,0,0,0,0,0,0,0,13,0,1,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,17,7,20,0,0,0,0,142,11,0,0,0,1,38,13,2,0,164,4,0,0,0,0,1,5,0,0,0,1,0,58,154,17,0,0,76,2,10,43,0,0,0,0,1,0,27,13,0,0,5,0,42,0,0,2,0,20,2,0,104,25,60.2,39.2,1028.5,10.0,5.3,12,18.1,73.0,50.0,0.0,999.9,0
2020-09-21,2020,9,21,Monday,1,567,0,3,10,0,74,1,2,0,0,1,0,0,2,0,0,0,1,0,8,0,1,0,0,1,5,0,8,0,9,2,1,2,4,2,3,0,0,0,0,0,0,0,7,0,6,0,0,6,4,0,1,0,0,0,0,0,0,0,2,0,15,3,21,0,7,0,0,140,6,0,0,1,2,47,13,0,0,130,1,1,0,1,0,0,7,1,0,2,0,2,44,108,24,1,0,60,4,10,44,1,0,2,0,0,0,25,25,0,0,1,0,25,0,0,5,0,24,5,1,123,29,64.0,39.5,1027.6,10.0,6.5,9.9,17.1,75.2,52.0,0.0,999.9,0
2020-09-22,2020,9,22,Tuesday,2,544,1,1,15,0,79,0,0,0,0,1,2,0,1,0,0,0,0,0,3,1,0,0,0,0,5,0,3,0,2,4,0,0,4,4,3,0,0,0,1,1,0,0,6,0,6,0,0,7,0,0,1,0,0,1,0,3,0,0,3,0,16,2,20,0,4,0,0,129,4,0,0,0,2,40,15,0,0,131,1,0,0,0,0,0,13,2,0,1,0,2,50,97,30,0,0,56,6,10,49,1,0,1,1,0,0,30,23,0,0,3,0,32,0,0,2,0,22,0,0,100,26,66.4,48.7,1022.1,10.0,5.5,8.9,999.9,79.0,55.0,0.0,999.9,0
2020-09-23,2020,9,23,Wednesday,3,638,0,2,18,0,87,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,7,1,4,0,5,5,1,0,6,2,8,0,0,0,0,0,0,0,6,1,8,0,0,3,3,0,0,0,0,0,0,2,0,0,5,0,12,5,21,0,7,0,0,131,16,0,0,0,1,57,9,0,0,180,0,0,0,2,0,1,8,1,0,3,0,0,70,108,15,2,0,80,2,18,41,0,0,0,0,0,0,38,25,0,0,5,0,31,4,0,1,0,29,1,1,137,27,68.4,54.5,1017.1,10.0,5.9,9.9,999.9,79.0,57.9,0.0,999.9,0
2020-09-24,2020,9,24,Thursday,4,573,1,1,18,0,84,0,2,1,0,0,1,2,1,0,0,0,1,0,5,1,0,0,0,1,2,1,6,0,5,6,0,0,5,2,6,0,0,0,0,0,0,0,10,1,9,0,0,5,1,0,0,0,0,1,0,0,0,0,2,0,14,2,20,0,5,0,0,119,9,0,0,1,1,37,13,0,0,147,1,0,0,2,0,0,16,0,0,1,0,2,57,102,19,0,0,68,4,16,34,0,0,2,1,0,0,34,22,0,0,6,0,35,2,0,5,0,32,0,0,99,32,67.7,53.2,1013.8,10.0,6.6,12,19.0,79.0,55.9,0.0,999.9,0
2020-09-25,2020,9,25,Friday,5,680,1,1,19,0,101,0,0,0,2,1,1,0,1,0,0,0,0,0,4,1,0,0,0,0,4,1,5,0,2,5,0,1,5,1,2,0,0,1,0,0,0,0,12,3,9,0,0,3,3,0,0,0,0,0,0,1,0,0,2,0,16,4,19,0,3,0,0,141,14,0,0,1,2,53,17,0,0,199,1,0,0,4,0,0,9,1,0,2,0,0,52,137,13,0,0,93,4,11,46,0,0,1,2,0,0,35,28,0,0,3,0,47,0,0,5,0,21,2,1,145,31,70.5,52.6,1013.4,10.0,6.8,13,22.0,81.0,59.0,0.0,999.9,0
2020-09-26,2020,9,26,Saturday,6,630,1,0,17,0,124,0,0,2,0,1,3,1,0,0,0,0,0,0,3,0,0,0,0,0,3,1,12,0,3,4,0,0,5,6,2,0,0,0,0,0,0,0,5,0,10,0,0,0,6,0,0,0,0,1,0,1,0,0,2,0,17,6,16,0,1,0,0,126,12,0,0,0,1,42,15,0,0,167,0,0,0,3,0,0,9,0,0,0,1,1,62,150,25,2,0,88,1,14,29,0,0,1,0,0,1,24,20,0,0,4,0,28,0,0,2,0,16,0,0,133,25,69.0,58.5,1009.2,9.7,11,17.1,26.0,78.1,62.6,0.0,999.9,0
2020-09-27,2020,9,27,Sunday,7,654,0,2,15,0,100,0,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,3,1,5,0,2,2,0,0,5,4,2,0,0,0,0,0,0,0,10,1,6,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,6,3,18,0,1,0,0,155,13,0,0,0,0,57,12,0,0,194,0,0,0,1,0,2,12,0,0,0,0,4,71,162,21,1,0,86,5,14,36,0,0,1,0,0,0,30,14,0,0,4,0,28,0,1,1,0,23,2,1,115,29,71.2,56.6,1005.7,10.0,11.1,18.1,27.0,78.1,66.0,0.0,999.9,0
2020-09-28,2020,9,28,Monday,1,547,0,0,11,0,96,0,2,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,6,0,4,7,0,0,7,1,2,1,0,0,0,0,0,0,13,2,6,0,0,3,2,0,1,0,0,0,0,1,0,0,1,0,17,5,15,0,4,0,0,124,9,0,1,1,2,25,7,0,0,144,0,0,0,0,0,0,10,0,0,0,0,1,72,86,26,0,0,56,2,5,52,0,0,0,1,1,0,24,22,0,1,1,0,31,0,0,4,0,28,2,0,113,17,56.6,49.0,1008.2,9.3,8.7,14,22.0,66.9,53.1,0.3,999.9,1
2020-09-29,2020,9,29,Tuesday,2,518,0,0,14,0,93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,2,1,0,10,2,3,1,0,0,0,0,0,0,13,1,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,16,4,11,0,3,0,0,112,5,0,0,0,1,37,11,1,0,139,1,0,0,0,0,0,9,0,0,0,0,2,45,86,14,0,0,68,0,16,47,0,0,0,0,1,1,27,21,0,0,3,0,41,0,0,2,0,24,2,1,93,20,53.5,44.0,1010.9,10.0,7,14,18.1,61.0,45.0,0.03,999.9,0
2020-09-30,2020,9,30,Wednesday,3,582,0,0,11,0,98,2,2,0,0,0,3,2,0,0,0,0,1,0,7,1,1,0,0,0,5,1,3,0,4,8,0,1,3,4,0,0,0,0,0,0,0,0,12,1,6,0,0,3,4,0,0,0,0,0,0,1,0,0,1,0,18,3,20,0,4,0,0,119,5,0,0,2,0,34,7,1,0,166,2,1,0,2,1,0,8,0,0,0,0,7,55,117,18,0,0,60,5,20,45,0,0,2,1,1,1,29,20,0,0,7,0,31,2,0,3,0,24,2,2,107,21,57.8,43.5,1004.6,10.0,11.9,22,34.0,68.0,51.1,0.0,999.9,0
2020-10-01,2020,10,1,Thursday,4,641,0,1,13,0,130,0,0,1,0,1,7,1,1,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,2,4,0,0,5,2,2,0,0,1,0,0,0,0,3,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,19,0,22,0,0,0,0,186,8,0,0,2,0,40,8,0,0,135,0,0,0,0,0,1,16,0,0,1,0,1,55,109,21,0,0,57,4,9,101,0,0,0,1,0,0,35,13,0,1,17,0,44,2,0,3,0,19,9,1,116,21,52.9,40.8,1014.2,10.0,8.5,15.9,22.9,60.1,48.0,0.0,999.9,1
2020-10-02,2020,10,2,Friday,5,554,0,0,19,0,106,0,1,0,0,0,2,0,1,0,0,0,0,0,4,2,1,0,0,0,8,1,8,0,7,3,0,0,7,1,4,0,0,1,0,0,0,0,8,1,4,0,0,2,3,0,0,0,0,1,0,0,0,0,2,0,9,4,14,1,4,0,1,126,9,0,0,0,2,34,4,0,1,132,0,0,0,4,1,0,6,1,0,0,0,1,46,88,20,1,0,62,5,11,57,0,0,3,2,1,0,24,24,0,0,6,0,40,0,0,1,0,19,4,1,116,19,49.2,36.1,1021.5,10.0,7.4,15,18.1,55.9,43.0,0.27,999.9,0
2020-10-03,2020,10,3,Saturday,6,605,0,4,15,0,90,0,3,0,0,1,5,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,7,0,7,0,0,3,5,0,1,0,0,1,0,0,0,0,1,0,23,2,14,0,2,0,0,140,10,0,0,0,2,50,8,0,0,177,0,1,0,2,0,0,10,2,0,0,0,1,52,122,15,0,0,88,3,15,36,0,0,2,2,0,0,45,10,0,0,4,0,41,0,0,3,0,21,1,1,115,28,50.3,35.5,1022.1,10.0,4.7,8,999.9,57.0,46.0,0.0,999.9,1
2020-10-04,2020,10,4,Sunday,7,583,0,3,14,1,89,0,1,3,0,1,3,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,6,0,6,2,0,1,9,0,1,1,0,1,0,0,0,0,2,0,8,0,1,5,4,0,0,0,0,0,0,0,0,0,2,0,16,1,17,0,1,0,0,134,7,0,0,0,1,30,11,1,0,170,1,0,0,1,0,0,8,0,0,0,1,3,53,120,14,1,0,88,4,6,53,0,0,2,0,0,0,32,14,0,0,2,0,26,0,0,2,0,23,2,0,105,31,49.1,38.6,1022.2,9.7,8.3,15,18.1,57.0,43.0,0.2,999.9,1
2020-10-05,2020,10,5,Monday,1,567,0,0,18,0,82,0,5,2,0,1,2,1,1,0,0,0,0,0,6,0,0,0,0,0,7,0,5,0,3,3,1,0,5,0,3,0,0,0,1,0,0,0,11,0,4,0,0,3,2,0,0,0,0,0,0,2,0,0,1,0,23,0,17,1,1,0,0,102,5,0,0,1,2,32,9,0,0,189,0,0,0,2,0,1,7,1,0,0,0,2,50,88,16,0,0,73,3,8,42,0,0,5,0,0,0,31,26,0,1,2,0,42,0,0,3,0,24,3,1,115,28,49.4,32.1,1023.1,10.0,6.3,15.9,27.0,63.0,36.0,0.04,999.9,0
2020-10-06,2020,10,6,Tuesday,2,595,0,1,15,0,103,0,2,1,1,0,2,3,0,0,0,0,1,0,7,1,0,0,0,0,6,1,4,0,9,4,0,0,2,2,1,0,0,0,0,1,0,0,6,1,3,0,1,3,5,0,1,0,0,0,0,0,0,0,3,0,15,3,12,1,2,0,0,131,8,0,0,0,1,37,10,0,0,166,3,0,0,2,1,1,6,0,0,1,0,5,47,126,22,1,0,72,2,9,60,0,0,1,0,0,2,33,30,0,0,3,0,30,0,0,2,0,25,2,0,94,28,59.6,39.6,1013.3,10.0,10.4,17.1,25.1,75.0,51.1,0.0,999.9,0
2020-10-07,2020,10,7,Wednesday,3,614,0,6,15,0,85,0,0,1,1,1,4,2,1,0,0,0,1,0,4,1,0,0,0,0,4,1,4,0,5,5,0,0,4,3,4,0,0,0,0,0,0,0,8,2,6,0,1,4,1,0,0,0,0,0,0,2,0,0,2,0,17,4,17,0,6,0,0,145,17,0,0,1,1,37,10,0,0,165,1,0,0,1,0,0,10,0,0,0,0,1,50,115,26,0,0,71,3,4,49,0,0,0,0,0,0,40,19,0,0,9,0,47,0,0,3,0,21,3,0,133,18,67.2,43.9,1010.8,10.0,9.2,14,22.9,75.9,57.9,0.0,999.9,0
2020-10-08,2020,10,8,Thursday,4,563,1,2,12,0,86,0,0,0,0,1,2,2,1,0,0,1,0,0,2,1,0,0,0,1,6,0,6,0,2,2,0,0,3,1,2,0,0,0,0,0,0,0,8,1,6,0,0,5,2,0,0,0,1,0,0,1,0,0,1,0,18,4,21,0,2,0,0,119,10,0,0,2,1,50,19,0,0,141,1,0,0,0,0,0,13,0,0,1,0,1,52,102,23,0,0,56,1,15,59,0,0,2,1,2,1,33,20,0,0,4,0,30,0,0,2,0,22,3,0,115,18,59.5,44.6,1019.7,10.0,4,12,999.9,70.0,50.0,0.0,999.9,0
2020-10-09,2020,10,9,Friday,5,656,0,1,16,0,87,0,0,1,0,0,3,2,0,0,0,0,0,0,2,1,0,0,0,0,6,2,5,0,3,9,0,1,7,0,4,0,0,0,0,1,0,0,5,4,11,0,0,5,2,0,0,0,0,0,0,2,0,0,1,0,21,4,28,0,3,0,0,143,13,0,0,1,1,46,15,0,0,179,0,0,0,2,1,0,13,0,0,0,0,3,60,125,26,0,0,80,3,8,59,0,0,2,1,0,0,36,18,0,0,7,0,43,0,0,0,0,19,3,1,130,30,63.9,45.7,1015.7,9.6,9.1,20,28.9,82.0,51.1,0.0,999.9,0
2020-10-10,2020,10,10,Saturday,6,677,0,0,27,0,106,0,0,1,0,0,2,6,0,0,0,0,0,0,4,1,0,0,0,0,4,0,4,0,4,3,3,0,6,2,4,2,0,0,0,0,0,0,8,1,7,0,0,3,2,0,0,0,0,0,0,2,0,0,1,0,13,5,18,1,0,0,0,160,9,0,0,0,2,55,8,0,0,185,0,0,0,2,0,1,13,0,0,0,0,1,48,157,21,0,0,92,6,10,34,0,0,0,1,3,3,33,30,0,0,5,0,29,0,0,0,0,35,3,0,132,31,68.3,55.7,1010.7,10.0,10.4,15,22.9,77.0,59.0,0.0,999.9,0
2020-10-11,2020,10,11,Sunday,7,653,0,1,25,0,101,0,1,3,0,1,0,4,0,0,0,0,0,0,4,2,0,0,0,0,5,1,3,0,2,7,1,0,3,1,3,1,0,0,0,0,0,0,11,0,7,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,20,2,17,0,0,1,0,149,11,0,0,0,0,59,8,0,0,161,2,0,0,3,0,0,10,1,0,0,0,1,64,161,18,1,0,84,4,12,60,0,0,1,1,0,0,26,23,0,0,6,0,28,0,0,5,0,24,1,0,93,38,61.8,51.2,1014.1,10.0,8.4,12,999.9,68.0,57.0,0.0,999.9,0
2020-10-12,2020,10,12,Monday,1,575,0,0,11,0,108,0,0,0,0,0,2,3,0,0,0,0,0,0,6,1,0,0,0,0,5,0,3,0,6,2,1,0,3,0,2,0,0,0,0,0,0,0,15,2,10,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,11,4,12,0,3,0,0,148,10,0,0,0,1,39,11,1,0,134,1,0,0,1,1,0,6,2,0,0,0,2,47,108,17,0,0,88,1,13,42,0,0,2,0,0,0,25,19,0,0,5,0,43,0,0,2,0,34,2,0,106,16,62.2,55.0,1008.9,8.7,10.3,22,31.1,66.9,55.0,0.0,999.9,1
2020-10-13,2020,10,13,Tuesday,2,591,0,1,9,0,100,0,0,1,0,1,4,2,0,0,0,0,0,0,6,0,0,0,0,0,5,1,3,0,2,1,1,0,9,5,0,2,0,0,0,0,0,0,9,0,6,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,14,2,15,0,3,0,1,123,15,0,1,2,0,43,12,0,0,166,1,0,0,1,1,0,8,0,0,0,1,1,48,108,30,1,0,62,4,10,52,0,0,2,0,0,0,31,21,0,0,8,0,30,0,0,1,0,30,2,1,119,28,56.3,37.1,1015.7,10.0,9.3,22,32.1,73.0,44.1,0.29,999.9,0
2020-10-14,2020,10,14,Wednesday,3,651,1,2,12,1,95,0,4,2,0,0,6,1,0,0,0,0,0,0,6,2,0,0,0,0,7,0,8,0,6,3,0,0,11,1,2,0,0,0,0,0,0,0,11,1,4,0,0,3,3,0,0,0,0,0,0,1,0,0,3,0,15,6,19,0,4,0,0,160,6,0,0,1,2,33,17,0,0,172,0,1,0,0,0,1,11,0,0,0,0,1,62,104,21,0,0,81,7,10,79,0,0,2,1,0,0,38,19,0,0,1,0,31,0,0,3,0,20,2,0,151,16,60.5,35.3,1011.1,10.0,9.8,22,36.9,78.1,46.9,0.0,999.9,0
2020-10-15,2020,10,15,Thursday,4,647,0,1,10,0,109,0,0,0,3,0,3,2,1,0,0,0,0,0,3,0,0,0,0,1,2,0,8,0,1,2,1,0,7,5,3,0,0,1,0,0,0,0,6,3,5,0,1,6,2,0,0,0,0,0,0,0,0,0,2,0,26,1,21,0,0,0,0,159,7,0,0,0,0,33,11,0,0,178,1,0,0,1,0,0,15,0,0,0,0,0,50,104,18,0,0,69,4,10,74,0,0,3,1,0,0,40,21,0,0,9,0,45,0,0,1,0,29,7,0,125,32,57.6,33.5,1009.1,10.0,13.2,22.9,31.1,75.9,48.9,0.0,999.9,1
2020-10-16,2020,10,16,Friday,5,570,1,3,11,0,105,0,1,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,4,5,0,0,6,1,3,0,0,0,0,1,0,0,9,1,0,0,0,6,8,0,1,0,0,0,0,1,0,0,1,0,21,1,19,0,3,0,0,137,1,0,0,2,1,26,6,0,0,147,1,0,0,0,0,0,15,3,1,1,0,1,44,95,26,1,0,68,3,13,60,0,0,0,0,2,0,32,22,0,1,7,0,26,0,0,1,0,19,4,0,105,38,45.3,23.9,1021.2,10.0,9.2,17.1,27.0,55.0,36.0,0.0,999.9,0
2020-10-17,2020,10,17,Saturday,6,619,0,1,18,0,104,0,0,1,2,1,1,2,1,0,0,0,1,0,3,1,0,0,0,0,3,0,8,0,4,2,0,0,4,2,5,0,0,0,1,0,0,0,8,0,8,0,0,4,5,0,0,0,0,1,0,0,0,0,1,0,9,0,23,0,3,1,0,150,17,0,0,1,1,35,15,0,0,145,5,0,0,4,0,1,12,0,0,0,1,2,48,136,20,1,0,65,6,10,45,0,0,3,1,0,3,36,22,0,0,3,0,25,0,0,1,0,19,1,0,135,32,50.2,26.1,1019.5,10.0,11.8,22.9,40.0,64.9,37.9,0.0,999.9,1
2020-10-18,2020,10,18,Sunday,7,558,0,4,16,0,94,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,5,2,1,0,6,2,0,0,4,1,2,0,0,0,0,0,0,0,6,3,7,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,17,2,17,0,0,0,0,153,3,0,0,0,0,34,12,0,0,133,0,0,0,2,0,0,12,1,0,0,0,3,43,114,24,1,0,58,2,8,81,0,0,2,0,0,0,27,21,0,0,5,0,31,0,0,3,0,25,3,0,84,19,52.5,33.5,1016.9,9.8,10.5,18.1,28.0,62.1,41.0,0.0,999.9,1
2020-10-19,2020,10,19,Monday,1,529,0,3,9,0,112,0,1,0,0,0,3,1,0,0,0,0,1,0,4,1,0,0,0,2,6,0,3,0,3,3,0,0,6,1,2,1,0,0,0,0,0,0,8,0,5,0,0,4,2,0,0,0,0,0,0,2,1,0,2,0,19,0,19,0,2,0,0,131,2,0,0,0,0,31,10,0,0,113,0,0,0,2,0,0,10,0,0,0,0,0,38,87,24,1,0,64,5,6,74,0,0,3,1,0,0,21,17,0,0,2,0,32,0,0,2,0,27,3,0,111,10,43.0,35.5,1024.5,9.7,6.2,13,18.1,52.0,39.9,0.21,999.9,1
2020-10-20,2020,10,20,Tuesday,2,555,0,2,14,0,101,0,0,2,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,1,8,0,3,0,4,3,0,0,7,5,3,1,0,0,0,0,0,0,8,1,5,0,0,1,3,0,0,0,0,0,0,1,2,0,5,0,15,3,17,0,2,0,0,130,2,0,0,0,1,35,12,0,0,134,0,0,0,3,0,1,7,1,0,0,0,0,45,86,18,0,0,43,5,8,99,0,0,1,1,0,0,32,21,0,0,2,0,40,1,0,2,0,25,4,0,100,22,46.6,38.0,1023.1,9.1,8.2,12,999.9,55.0,41.0,0.05,999.9,1
2020-10-21,2020,10,21,Wednesday,3,582,0,1,13,1,110,0,0,0,1,1,3,0,0,0,0,0,0,0,3,2,0,0,0,0,4,0,3,0,2,2,1,0,4,0,3,0,0,0,0,0,0,0,10,2,5,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,20,5,14,1,0,0,0,136,8,0,0,2,0,33,13,0,0,151,1,0,0,1,1,0,10,0,0,0,0,4,53,91,18,0,0,60,0,8,80,0,0,2,2,0,1,39,26,0,0,0,0,37,0,0,3,0,24,1,1,104,27,50.8,43.4,1020.7,7.7,7.5,14,21.0,57.9,46.0,0.14,999.9,1
2020-10-22,2020,10,22,Thursday,4,606,0,2,15,0,86,0,0,0,0,0,1,3,1,0,0,0,0,0,5,0,0,0,0,0,4,0,2,0,7,3,1,0,5,1,1,0,0,0,0,0,0,0,10,2,8,0,0,5,0,0,0,0,0,0,0,1,0,0,3,0,20,6,16,0,2,0,0,144,11,0,0,3,0,41,10,0,0,168,0,1,0,2,0,1,9,0,0,1,0,2,53,117,19,1,0,54,1,9,81,0,0,1,1,0,0,26,21,0,0,4,0,41,0,0,3,0,25,1,1,118,25,57.5,51.9,1016.5,5.6,9.3,14,21.0,79.0,48.0,2.47,999.9,1
2020-10-23,2020,10,23,Friday,5,582,0,3,21,1,117,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,5,0,2,0,2,3,0,0,5,1,2,0,0,0,0,0,0,0,7,1,1,0,1,2,3,0,0,0,0,1,0,2,0,0,5,0,18,1,16,0,1,0,0,149,6,0,0,1,3,27,14,1,0,143,0,0,0,2,0,0,5,0,0,1,0,0,40,95,20,0,0,71,6,10,69,0,0,2,1,0,0,32,24,0,0,4,0,40,0,0,5,0,26,1,0,112,24,60.5,53.4,1012.2,8.7,11.8,18.1,24.1,73.9,44.6,0.07,999.9,1
2020-10-24,2020,10,24,Saturday,6,554,0,2,16,0,98,0,0,2,0,0,1,3,0,0,0,0,0,0,3,0,1,0,0,0,4,1,1,0,2,1,0,1,8,1,3,0,0,0,0,1,0,0,15,1,9,0,0,2,6,0,0,0,0,1,0,0,0,0,2,0,13,2,13,0,2,0,0,136,10,0,0,0,2,32,15,0,0,130,2,0,0,2,0,1,8,0,0,1,0,1,48,120,28,0,0,73,5,10,35,0,0,2,0,0,0,25,15,0,1,4,0,29,0,0,2,0,24,3,2,91,32,41.5,29.9,1025.0,10.0,9,14,22.9,46.9,35.1,0.49,999.9,0
2020-10-25,2020,10,25,Sunday,7,652,2,3,15,0,133,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,0,11,2,0,0,4,1,1,0,0,0,2,0,0,0,8,0,5,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,20,3,19,0,4,0,0,157,14,0,0,1,0,34,14,0,0,159,1,0,0,1,0,0,12,0,0,0,0,4,56,124,17,0,0,76,1,15,103,1,0,2,0,2,0,30,17,0,0,7,0,32,1,0,3,0,23,3,4,96,33,44.6,32.6,1023.0,10.0,10.2,13,18.1,46.9,39.9,0.0,999.9,0
