month,day,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BANQUET_HALL,BAR_OR_TAVERN,HAIRDRESSERS,BASEMENT,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANERS_LAUNDROMAT,CLEANING_STORE,CLUB,COACH_HOUSE,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DELIVERY_TRUCK,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,DUMPSTER,ELEVATOR,EXPRESSWAY_EMBANKMENT,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,FUNERAL_PARLOR,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HORSE_STABLE,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,JUNK_YARD_GARBAGE_DUMP,KENNEL,LAGOON,LAKE,LAUNDRY_ROOM,LIBRARY,LIQUOR_STORE,LIVERY_AUTO,LIVERY_STAND_OFFICE,LOADING_DOCK,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,PRAIRIE,PUBLIC_GRAMMAR_SCHOOL,PUBLIC_HIGH_SCHOOL,RAILROAD_PROPERTY,RESIDENCE,RESTAURANT,RETAIL_STORE,RIVER,ROOMING_HOUSE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SEWER,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRAILER,TRUCK,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,WOODED_AREA,YARD,YMCA,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,DOMESTIC_VIOLENCE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION
8,24,1,5,12,1,95,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,2,4,0,8,2,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,4,17,0,1,0,0,0,0,0,0,152,20,0,0,0,0,0,2,0,34,13,1,0,165,0,1,0,0,0,0,0,1,12,0,0,0,0,0,0,3,55,131,25,0,0,94,0,19,39,0,0,0,0,0,0,0,30,11,0,0,4,0,34,0,0,1,0,29,2,0,139,21
8,30,0,1,12,0,98,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,3,0,7,0,6,5,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,17,5,20,0,0,0,0,0,0,0,0,140,13,0,0,0,0,1,1,0,65,16,1,0,183,1,0,0,0,0,2,0,0,12,0,0,0,0,0,0,5,55,161,25,2,0,89,3,9,29,0,0,0,3,0,0,0,25,22,0,0,2,1,37,1,1,2,0,33,1,1,101,50
9,30,0,0,11,0,98,2,2,0,0,0,3,0,2,0,0,0,0,0,1,0,7,1,0,1,0,0,0,0,5,1,3,0,4,8,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,1,6,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,3,20,0,4,0,0,0,0,0,0,119,5,0,0,0,0,2,0,0,34,7,1,0,166,2,1,0,0,0,2,1,0,8,0,0,0,0,0,0,7,55,117,18,0,0,60,5,20,45,0,0,0,2,1,1,1,29,20,0,0,7,0,31,2,0,3,0,24,2,2,107,21
9,28,0,0,11,0,96,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,6,0,4,7,0,0,0,7,1,2,0,0,0,1,0,0,0,0,0,0,0,13,2,6,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,5,15,0,4,0,0,0,0,0,0,124,9,0,0,0,1,1,2,0,25,7,0,0,144,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,72,86,26,0,0,56,2,5,52,0,0,0,0,1,1,0,24,22,0,1,1,0,31,0,0,4,0,28,2,0,113,17
10,10,0,0,27,0,106,0,0,1,0,0,2,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,4,0,4,3,3,0,0,6,2,4,0,0,0,2,0,0,0,0,0,0,0,8,1,7,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,13,5,18,1,0,0,0,0,0,0,0,160,9,0,0,0,0,0,2,0,55,8,0,0,185,0,0,0,0,0,2,0,1,13,0,0,0,0,0,0,1,48,157,21,0,0,92,6,10,34,0,0,0,0,1,3,3,33,30,0,0,5,0,29,0,0,0,0,35,3,0,132,31
10,16,1,3,11,0,105,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,6,1,3,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,6,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,21,1,19,0,3,0,0,0,0,0,0,137,1,0,0,0,0,2,1,0,26,6,0,0,147,1,0,0,0,0,0,0,0,15,3,1,1,0,0,0,1,44,95,26,1,0,68,3,13,60,0,0,0,0,0,2,0,32,22,0,1,7,0,26,0,0,1,0,19,4,0,105,38
10,9,0,1,16,0,87,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,2,5,0,3,9,0,1,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,5,4,11,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,21,4,28,0,3,0,0,0,0,0,0,143,13,0,0,0,0,1,1,0,46,15,0,0,179,0,0,0,0,0,2,1,0,13,0,0,0,0,0,0,3,60,125,26,0,0,80,3,8,59,0,0,0,2,1,0,0,36,18,0,0,7,0,43,0,0,0,0,19,3,1,130,30
10,18,0,4,16,0,94,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,5,2,1,0,6,2,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2,17,0,0,0,0,0,0,0,0,153,3,0,0,0,0,0,0,0,34,12,0,0,133,0,0,0,0,0,2,0,0,12,1,0,0,0,0,0,3,43,114,24,1,0,58,2,8,81,0,0,0,2,0,0,0,27,21,0,0,5,0,31,0,0,3,0,25,3,0,84,19
10,28,1,2,8,0,74,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,10,2,5,0,6,7,0,1,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,16,1,15,0,1,0,0,0,0,0,0,150,7,0,0,0,0,0,3,0,35,7,1,0,145,0,0,0,0,0,2,0,1,4,1,0,0,0,0,0,0,35,84,26,1,0,59,2,15,81,0,0,0,1,0,2,0,31,27,0,1,4,0,22,0,0,1,0,25,1,1,104,24
10,11,0,1,25,0,101,0,1,3,0,1,0,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,1,3,0,2,7,1,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,11,0,7,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,2,17,0,0,1,0,0,0,0,0,149,11,0,0,0,0,0,0,0,59,8,0,0,161,2,0,0,0,0,3,0,0,10,1,0,0,0,0,0,1,64,161,18,1,0,84,4,12,60,0,0,0,1,1,0,0,26,23,0,0,6,0,28,0,0,5,0,24,1,0,93,38
10,30,1,3,13,0,107,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,7,1,6,0,4,6,0,0,0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,12,1,9,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11,1,19,0,4,0,0,0,0,0,0,152,9,0,0,0,0,1,3,0,29,10,0,0,162,1,1,0,0,0,2,1,0,6,1,0,1,0,0,0,2,45,112,26,0,0,62,3,17,78,0,0,0,0,0,0,1,36,18,0,1,10,0,26,0,0,2,0,28,2,1,113,35
10,27,0,4,8,0,86,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,0,4,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,17,2,12,0,2,0,0,0,0,0,0,124,2,0,0,0,0,0,1,0,20,7,0,0,156,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,3,37,78,17,0,0,65,1,6,77,0,0,0,1,0,0,0,29,17,0,1,4,0,30,0,0,1,0,20,3,0,101,26
10,29,0,1,13,0,107,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,6,0,6,1,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,7,2,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,20,3,15,0,3,1,0,0,0,0,0,147,6,0,0,0,0,1,2,0,32,7,0,0,155,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,42,99,15,0,0,67,5,13,89,0,0,0,3,1,0,0,32,20,0,0,1,0,39,0,1,2,0,30,2,1,85,23
10,1,0,1,13,0,130,0,0,1,0,1,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,4,0,2,4,0,0,0,5,2,2,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,22,0,0,0,0,0,0,0,0,186,8,0,0,0,0,2,0,0,40,8,0,0,135,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,1,55,109,21,0,0,57,4,9,101,0,0,0,0,1,0,0,35,13,0,1,17,0,44,2,0,3,0,19,9,1,116,21
10,3,0,4,15,0,90,0,3,0,0,1,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,2,14,0,2,0,0,0,0,0,0,140,10,0,0,0,0,0,2,0,50,8,0,0,177,0,1,0,0,0,2,0,0,10,2,0,0,0,0,0,1,52,122,15,0,0,88,3,15,36,0,0,0,2,2,0,0,45,10,0,0,4,0,41,0,0,3,0,21,1,1,115,28
10,17,0,1,18,0,104,0,0,1,2,1,1,0,2,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,3,0,8,0,4,2,0,0,0,4,2,5,0,0,0,0,0,0,1,0,0,0,0,8,0,8,0,0,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,23,0,3,1,0,0,0,0,0,150,17,0,0,0,0,1,1,0,35,15,0,0,145,5,0,0,0,0,4,0,1,12,0,0,0,0,1,0,2,48,136,20,1,0,65,6,10,45,0,0,0,3,1,0,3,36,22,0,0,3,0,25,0,0,1,0,19,1,0,135,32
10,8,1,2,12,0,86,0,0,0,0,1,2,0,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,6,0,6,0,2,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,8,1,6,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,18,4,21,0,2,0,0,0,0,0,0,119,10,0,0,0,0,2,1,0,50,19,0,0,141,1,0,0,0,0,0,0,0,13,0,0,1,0,0,0,1,52,102,23,0,0,56,1,15,59,0,0,0,2,1,2,1,33,20,0,0,4,0,30,0,0,2,0,22,3,0,115,18
10,31,2,3,13,0,109,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1,0,7,6,0,1,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,4,16,0,2,0,0,0,0,0,0,141,8,0,0,0,0,0,1,0,46,17,0,0,162,0,0,0,0,0,2,0,3,8,0,0,0,0,0,0,2,54,137,19,2,0,80,3,9,55,0,0,0,1,0,0,0,36,12,0,1,5,0,34,0,0,2,0,27,2,1,108,31
10,5,0,0,18,0,82,0,5,2,0,1,2,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,5,0,3,3,1,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,11,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,23,0,17,1,1,0,0,0,0,0,0,102,5,0,0,0,0,1,2,0,32,9,0,0,189,0,0,0,0,0,2,0,1,7,1,0,0,0,0,0,2,50,88,16,0,0,73,3,8,42,0,0,0,5,0,0,0,31,26,0,1,2,0,42,0,0,3,0,24,3,1,115,28
11,24,0,3,13,0,113,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,10,0,6,2,0,0,0,5,4,2,0,0,0,2,0,0,0,0,0,0,0,12,0,7,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,1,13,0,3,0,0,0,0,0,0,113,2,0,0,0,1,0,1,0,24,9,0,0,108,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,3,41,74,14,0,0,49,6,11,68,0,0,0,1,1,1,0,31,15,0,0,5,0,33,0,0,1,0,30,3,1,98,20
11,30,0,2,9,0,92,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,1,0,3,3,1,0,0,6,1,4,0,0,0,0,0,1,0,0,0,0,0,9,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,10,1,17,0,1,0,0,0,0,0,0,141,4,0,0,0,0,1,0,0,16,14,0,0,110,2,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,36,95,18,0,0,36,2,6,74,0,0,0,2,1,1,0,27,11,0,0,4,0,30,0,0,1,0,13,3,0,107,23
11,18,0,0,10,0,97,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,2,0,5,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,10,0,2,0,0,0,0,0,0,128,7,0,0,0,0,2,1,0,19,11,1,0,139,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,34,69,14,0,0,67,3,12,69,0,0,0,0,0,0,0,35,16,0,0,3,0,22,0,0,3,0,25,1,0,114,16
11,11,0,3,13,0,91,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,8,0,2,0,5,2,0,0,0,5,2,2,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,2,15,1,1,0,0,0,0,0,0,120,5,0,0,0,0,0,1,0,21,21,0,0,121,0,0,0,0,0,1,0,1,10,0,0,1,0,0,0,1,47,84,21,0,0,51,1,8,54,0,0,0,1,0,0,0,27,16,0,0,4,0,37,0,0,2,0,15,3,1,89,23
11,10,0,0,14,0,103,0,2,0,0,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,10,0,4,8,0,0,0,2,3,3,0,0,0,1,0,0,0,0,0,0,0,14,1,7,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,25,3,7,0,0,0,0,0,0,0,0,177,1,0,0,0,0,0,1,0,35,11,0,0,126,2,0,0,0,0,1,0,0,7,2,0,1,0,0,0,2,43,99,17,1,0,59,2,9,97,0,0,0,0,1,0,0,36,16,0,0,1,0,35,0,0,3,0,31,5,1,118,21
11,12,0,2,12,0,83,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,4,1,6,3,0,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,13,0,0,0,0,0,0,0,0,147,5,0,0,0,0,0,1,0,29,14,1,0,121,0,1,0,0,0,3,0,0,6,0,0,0,0,1,0,2,43,91,25,1,0,58,1,8,70,0,0,0,0,0,0,0,28,19,0,0,8,0,37,0,0,1,0,27,1,0,89,8
11,3,0,1,12,0,103,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,7,2,6,0,7,3,1,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,24,3,16,0,1,0,0,0,0,0,0,169,10,0,0,0,0,0,2,0,47,14,0,0,140,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,51,103,22,2,0,72,1,17,96,0,0,0,3,0,0,0,32,13,0,0,2,0,36,0,0,5,0,29,5,0,100,23
11,29,0,1,17,1,97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,5,0,3,2,0,0,0,10,4,4,0,0,0,0,0,0,0,0,0,1,0,8,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,4,15,0,0,0,1,0,0,0,0,133,6,0,0,0,0,0,0,0,26,13,0,0,135,1,1,0,0,0,2,0,0,6,0,0,0,0,0,0,2,34,115,13,0,0,69,7,9,54,0,0,0,0,1,0,0,27,21,0,0,1,0,32,0,1,0,0,34,3,1,75,29
11,2,0,4,9,0,102,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,7,0,7,0,2,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,33,3,14,0,0,0,0,0,0,0,0,177,6,0,0,0,0,2,1,0,31,7,1,0,133,1,0,0,0,0,2,1,1,10,0,0,0,0,0,0,0,44,87,31,2,0,57,2,11,127,0,1,0,1,1,1,0,39,15,0,1,6,0,35,0,0,1,0,28,1,1,87,22
11,17,0,3,8,0,97,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,4,1,8,0,1,1,0,1,0,6,1,3,0,0,0,1,0,0,0,0,0,0,0,5,1,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,2,14,0,5,0,0,0,0,0,0,126,4,0,0,0,0,1,1,0,39,5,0,0,110,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,55,76,16,0,0,45,0,4,66,0,0,0,1,1,2,0,26,26,0,0,4,0,33,0,0,0,1,20,1,1,107,17
11,21,0,1,9,0,95,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,2,1,4,0,3,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,13,2,14,0,0,0,0,0,0,0,0,114,9,0,0,0,0,0,1,0,28,17,0,0,167,1,0,0,0,0,2,0,0,8,1,0,2,0,0,0,1,45,90,24,0,0,66,5,10,28,0,1,0,3,0,1,0,42,12,0,0,4,0,31,0,0,2,0,33,3,0,102,31
11,28,0,1,9,0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,0,3,2,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,9,1,1,0,0,0,0,0,0,113,6,0,0,0,0,1,0,0,29,13,0,0,154,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,5,39,75,14,1,0,61,5,9,36,0,0,0,3,1,0,1,32,17,0,0,7,0,21,1,0,2,0,23,1,1,96,39
12,19,2,3,17,0,99,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,7,0,2,0,5,1,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,16,0,0,0,0,0,0,0,0,123,8,0,0,0,0,0,2,0,21,11,0,0,158,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,47,110,18,1,0,56,2,8,41,0,0,0,4,1,0,1,37,13,0,0,0,0,25,0,0,6,0,21,5,1,91,40
12,5,0,1,10,0,104,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,6,1,5,0,5,5,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,18,0,1,0,0,0,0,0,0,124,7,0,0,0,0,0,0,0,34,17,0,0,149,2,0,0,0,0,2,0,1,11,0,0,0,0,0,0,1,50,116,20,0,0,59,6,13,57,0,0,0,1,0,0,0,36,22,0,1,6,0,27,0,0,2,0,14,2,0,108,24
12,24,0,2,16,0,114,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,3,0,2,0,5,0,2,0,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,0,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,14,0,2,0,0,0,0,0,0,156,5,0,0,0,0,1,0,0,15,12,0,0,92,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,40,78,17,0,0,54,1,6,85,0,0,0,0,0,1,0,23,3,0,0,16,0,31,0,0,2,0,16,1,0,109,13
12,11,0,1,2,0,100,0,0,0,0,2,0,0,1,1,0,0,1,1,0,1,5,0,0,1,0,0,1,0,5,2,4,0,2,4,0,0,0,8,2,1,0,0,0,2,0,0,0,0,0,0,0,13,0,5,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,1,12,0,6,0,0,0,0,0,0,132,5,0,0,0,0,0,1,0,16,14,0,0,120,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,34,78,18,1,0,55,1,8,89,0,0,0,1,0,1,0,21,16,0,0,4,0,27,0,0,1,0,25,4,1,98,14
1,29,0,2,10,0,71,0,2,2,0,2,5,0,3,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,12,0,11,6,3,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,29,0,14,0,2,0,0,0,0,0,0,126,17,0,0,0,0,3,17,0,45,18,1,0,137,0,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,52,90,27,0,1,55,1,23,51,0,0,0,7,0,0,0,13,43,0,2,9,0,48,1,0,6,0,20,4,0,155,11
1,11,1,0,8,0,90,0,1,4,0,0,2,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,5,0,12,4,0,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,22,0,11,0,1,0,0,0,0,0,0,125,22,0,0,0,0,1,0,0,41,19,0,0,108,1,0,0,0,0,1,0,0,19,1,0,0,0,0,0,2,51,98,24,0,1,45,3,19,38,0,0,0,2,0,0,0,28,45,0,0,3,0,37,0,0,3,0,22,0,0,125,14
1,6,0,3,18,0,108,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,1,5,0,22,6,0,1,0,13,2,2,0,0,0,1,0,0,0,0,0,0,0,9,1,12,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,1,20,0,3,0,0,0,0,0,0,162,11,0,0,0,1,0,12,0,45,23,0,0,133,1,0,0,0,0,1,0,2,10,0,0,0,0,0,0,2,55,118,31,1,1,66,6,17,63,0,0,0,4,0,0,0,16,47,0,0,7,0,34,0,0,3,0,27,2,0,169,22
1,23,1,8,13,0,81,0,0,2,1,2,5,0,3,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,6,0,18,9,0,2,0,18,1,5,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,21,1,11,0,0,0,0,0,0,0,0,122,16,0,0,0,0,4,15,0,31,17,1,0,111,1,1,0,0,0,4,0,0,10,0,0,1,0,0,0,0,48,105,25,0,1,37,2,25,43,0,0,0,4,0,0,0,12,57,0,0,6,1,38,1,0,5,0,31,4,0,137,9
1,26,0,4,17,0,101,0,0,0,1,0,3,0,8,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,2,5,0,13,4,5,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,1,0,4,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,27,2,7,0,0,0,0,0,0,0,0,112,13,0,0,0,0,0,1,0,35,15,0,0,163,2,0,0,0,0,2,0,1,8,0,0,0,0,0,0,0,44,128,16,1,2,50,8,22,38,0,0,0,4,1,1,0,23,32,0,0,6,0,42,9,0,2,0,26,3,0,127,20
