month,day,ABANDONED_BUILDING,AIRPORT_OR_AIRCRAFT,ALLEY,ANIMAL_HOSPITAL,APARTMENT,APPLIANCE_STORE,ATHLETIC_CLUB,ATM_AUTOMATIC_TELLER_MACHINE,AUTO,AUTO_BOAT_RV_DEALERSHIP,BANK,BANQUET_HALL,BAR_OR_TAVERN,HAIRDRESSERS,BASEMENT,BOAT_WATERCRAFT,BOWLING_ALLEY,BRIDGE,CAR_WASH,CEMETARY,CHIAGO_HOUSING_AUTHORIY_PROPERTIES,PLACE_OF_WORSHIP,CLEANERS_LAUNDROMAT,CLEANING_STORE,CLUB,COACH_HOUSE,COIN_OPERATED_MACHINE,COLLEGE_UNIVERSITY,COMMERCIAL_BUSINESS_OFFICE,CONSTRUCTION_SITE,CONVENIENCE_STORE,CREDIT_UNION,CTA_TRAIN_CRIME,CTA_BUS_CRIME,CURRENCY_EXCHANGE,DAY_CARE_CENTER,DELIVERY_TRUCK,DEPARTMENT_STORE,DRIVEWAY,DRUG_STORE,DUMPSTER,ELEVATOR,EXPRESSWAY_EMBANKMENT,FACTORY_BUILDING,FARM,FEDERAL_BUILDING,FIRE_STATION,FOREST_PRESERVE,FUNERAL_PARLOR,GANGWAY,GARAGE,GAS_STATION,GOVERNMENT_BUILDING,GROCERY_FOOD_STORE,HALLWAY,HIGHWAY_EXPRESSWAY,HORSE_STABLE,HOSPITAL,HOTEL_MOTEL,HOUSE,JAIL,JUNK_YARD_GARBAGE_DUMP,KENNEL,LAGOON,LAKE,LAUNDRY_ROOM,LIBRARY,LIQUOR_STORE,LIVERY_AUTO,LIVERY_STAND_OFFICE,LOADING_DOCK,MEDICAL_DENTAL_OFFICE,CINEMA,NEWSSTAND,CARE_HOME,OFFICE,OTHER,PARK_PROPERTY,PARKING_LOT,PAWN_SHOP,POLICE_FACILITY_VEHICLE_PARKING_LOT,POOL_ROOM,PORCH,PRAIRIE,PUBLIC_GRAMMAR_SCHOOL,PUBLIC_HIGH_SCHOOL,RAILROAD_PROPERTY,RESIDENCE,RESTAURANT,RETAIL_STORE,RIVER,ROOMING_HOUSE,SAVINGS_AND_LOAN,PRIVATE_SCHOOL,PUBLIC_SCHOOL,SEWER,SIDEWALK,SMALL_RETAIL_STORE,SPORTS_ARENA_STADIUM,STAIRWELL,STREET,TAVERN_PUB,TAXI_CAB,TRAILER,TRUCK,TRUCKING_TERMINAL,VACANT_LOT,VEHICLE_DELIVERY_TRUCK,VEHICLE_RIDE_SERVICE_EG_UBER_LYFT,VEHICLE_NON_COMMERCIAL,VEHICLE_COMMERCIAL,VESTIBULE,WAREHOUSE,WOODED_AREA,YARD,YMCA,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED_CARRY_LICENSE_VIOLATION,CRIM_SEXUAL_ASSAULT,CRIMINAL_DAMAGE,CRIMINAL_SEXUAL_ASSAULT,CRIMINAL_TRESPASS,DECEPTIVE_PRACTICE,DOMESTIC_VIOLENCE,HOMICIDE,HUMAN_TRAFFICKING,INTERFERENCE_WITH_PUBLIC_OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR_LAW_VIOLATION,MOTOR_VEHICLE_THEFT,NARCOTICS,NON_CRIMINAL,OBSCENITY,OFFENSE_INVOLVING_CHILDREN,OTHER_NARCOTIC_VIOLATION,OTHER_OFFENSE,PROSTITUTION,PUBLIC_INDECENCY,PUBLIC_PEACE_VIOLATION,RITUALISM,ROBBERY,SEX_OFFENSE,STALKING,THEFT,WEAPONS_VIOLATION
11,22,0,1,14,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,1,3,0,4,3,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,9,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,21,0,2,0,0,0,0,0,0,138,6,0,0,0,0,2,2,0,23,15,0,0,122,1,0,0,0,0,4,0,0,6,0,0,1,0,1,0,4,35,95,18,1,0,75,2,11,53,0,0,0,0,0,0,0,34,18,0,0,5,0,25,0,0,2,0,31,0,3,78,20
11,8,0,3,23,0,109,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,4,0,4,0,3,0,0,0,0,6,2,7,0,0,0,1,0,0,0,0,0,0,0,8,0,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,5,12,0,1,0,0,0,0,0,0,140,8,0,0,0,0,0,0,0,35,6,0,0,175,1,0,0,0,0,1,1,2,10,0,0,1,0,0,0,1,51,147,27,2,0,67,4,9,37,0,0,0,1,1,0,0,28,23,0,0,7,0,36,0,0,2,0,22,0,0,82,47
11,6,2,2,15,0,92,0,1,0,2,0,4,0,2,0,0,0,0,0,1,0,5,2,0,1,0,0,0,2,6,0,3,0,6,5,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,5,18,0,1,0,0,0,0,0,0,169,11,0,0,0,0,0,2,0,46,12,0,0,171,1,0,0,0,0,4,0,0,9,1,0,0,0,0,0,1,56,117,26,0,0,71,1,7,91,0,0,0,3,0,0,0,36,22,0,0,4,0,36,0,0,2,0,29,2,0,126,32
11,20,0,2,7,0,122,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,9,2,3,0,1,1,0,0,0,4,4,3,0,0,0,0,0,0,1,0,0,0,0,8,1,7,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,2,23,0,0,0,0,0,0,0,0,165,10,0,0,0,0,1,1,0,32,20,0,0,161,0,0,0,0,0,3,0,0,10,1,0,0,0,0,0,0,56,121,23,0,0,63,3,7,83,0,0,0,4,0,0,0,36,13,0,0,7,0,33,0,0,3,0,31,2,1,129,28
11,4,0,0,14,0,108,1,0,1,1,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,6,0,5,1,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,12,0,7,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,19,0,1,0,0,0,0,0,0,186,6,0,0,0,0,0,0,0,48,13,0,0,159,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,1,47,121,22,1,0,68,3,15,116,0,1,0,1,0,0,0,32,14,0,0,4,0,25,0,0,2,0,31,3,2,114,33
12,16,0,0,4,0,112,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,12,0,2,0,2,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,9,0,3,0,0,0,0,0,0,179,4,0,0,0,0,3,0,0,22,8,0,0,110,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,47,90,21,0,0,51,0,9,106,0,0,0,2,0,0,0,22,18,0,1,3,0,30,0,0,2,0,12,0,2,92,15
12,14,0,2,5,0,136,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,2,1,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,16,0,2,0,0,0,0,0,0,172,2,0,0,0,0,1,2,0,17,4,0,0,112,0,0,0,0,0,3,1,1,10,0,0,0,0,0,0,5,52,85,22,0,0,43,2,11,120,0,0,0,2,1,1,0,37,17,0,0,5,0,26,0,0,0,0,7,2,0,87,26
12,9,0,2,5,0,122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,5,0,2,0,4,1,1,0,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,10,0,2,0,0,0,0,0,0,118,4,0,0,0,0,1,0,0,23,11,0,0,140,1,0,0,0,0,1,0,0,16,0,0,0,0,0,0,4,40,88,12,0,0,53,1,9,93,0,0,0,2,0,0,0,29,23,0,0,4,0,27,0,0,1,0,11,0,0,106,23
12,29,0,4,12,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,1,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,2,0,0,0,0,0,0,131,7,0,0,0,0,0,2,0,20,7,0,0,93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,36,69,14,0,0,55,2,10,78,0,0,0,1,0,0,0,22,14,0,0,3,0,25,0,0,0,0,16,1,1,60,21
12,13,0,1,15,0,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,7,0,3,0,7,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,2,0,0,0,0,0,0,148,5,0,0,0,0,1,2,0,29,10,0,0,152,0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,37,108,23,0,0,60,3,6,82,0,0,0,3,1,0,0,34,19,0,0,3,0,29,0,0,0,0,25,2,0,81,30
12,31,1,1,12,0,135,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,5,2,0,1,0,0,0,0,7,0,4,0,5,4,1,0,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,11,0,2,0,0,0,0,0,0,157,4,0,0,0,0,1,0,0,15,11,0,0,120,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,1,36,107,23,0,0,74,4,9,90,0,0,0,0,0,0,1,33,12,0,0,2,0,29,0,0,2,0,12,2,1,74,39
12,17,1,1,11,0,111,1,0,1,0,1,4,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,7,1,4,0,1,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,7,0,2,0,0,0,0,0,0,136,7,0,0,0,0,1,1,0,26,13,0,0,125,2,0,0,0,0,3,0,0,4,1,0,0,0,0,0,1,41,85,15,1,0,37,6,5,101,0,0,0,1,0,1,0,33,14,0,0,6,0,31,0,0,0,0,17,0,0,98,23
12,23,0,2,10,0,130,0,1,0,0,2,4,0,1,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,7,0,3,0,2,3,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,11,0,6,1,0,0,0,0,0,165,6,0,0,0,0,0,1,0,21,11,0,0,132,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,2,44,90,25,0,0,55,3,13,112,0,0,0,1,0,1,0,33,21,0,0,4,0,33,0,0,2,0,16,3,1,104,22
12,28,0,2,6,0,91,0,1,1,1,0,4,0,1,1,0,0,0,0,0,0,3,2,0,1,0,0,0,1,10,0,3,0,6,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,7,1,4,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,172,5,0,0,0,0,0,2,0,22,13,0,0,132,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,34,85,26,0,0,61,1,8,83,0,0,0,1,0,0,0,33,18,0,0,4,0,36,0,0,3,0,22,1,3,86,20
12,3,0,2,11,0,91,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,4,1,3,0,2,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,9,1,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,9,0,2,0,0,0,0,0,0,123,3,0,0,0,0,0,1,0,27,14,1,0,110,0,0,0,0,0,4,0,0,4,2,0,0,0,0,0,1,37,58,11,0,0,46,3,3,70,0,0,0,3,0,0,0,32,25,0,0,7,0,24,0,0,1,0,17,3,0,105,27
1,28,2,5,11,0,90,1,0,1,0,1,3,0,4,1,0,0,0,0,0,0,6,2,0,0,0,0,0,1,6,0,11,0,13,10,0,2,0,16,6,2,0,0,0,0,0,0,1,0,0,0,0,10,2,9,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,1,21,0,1,0,0,0,0,0,0,145,12,0,0,0,0,2,19,0,54,20,0,0,134,1,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,46,121,31,0,1,53,4,19,48,0,0,0,5,0,3,0,18,49,0,0,11,0,48,0,0,5,0,39,0,1,158,18
1,27,1,3,9,0,102,0,2,1,1,0,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,6,4,8,0,13,5,1,0,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,7,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,43,3,18,0,3,0,0,0,0,0,0,153,15,0,0,0,0,2,20,0,56,22,0,0,138,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,53,132,23,0,1,56,4,14,68,0,0,0,4,0,0,0,23,43,0,0,6,0,59,1,0,3,0,13,4,0,171,18
1,8,0,4,4,0,118,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,3,3,9,0,8,3,1,1,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,11,2,8,0,0,0,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29,1,12,1,4,0,0,0,0,0,0,136,17,0,0,0,0,2,23,0,35,15,2,0,141,0,0,0,0,0,1,0,0,11,1,0,1,0,0,0,1,53,109,29,0,2,72,1,14,40,0,1,0,4,1,0,0,17,38,0,0,7,0,57,0,0,9,0,24,1,2,152,13
2,23,0,5,17,0,83,0,2,0,0,0,1,0,18,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,4,0,12,5,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,5,18,0,2,0,0,0,0,0,0,141,20,0,0,0,0,0,0,0,41,16,2,0,181,1,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,55,143,24,0,0,82,3,20,31,0,0,0,6,0,0,0,21,38,0,1,11,1,33,0,0,6,0,26,2,1,124,30
2,7,0,4,11,0,95,1,2,2,1,0,3,0,5,1,0,0,0,0,1,0,5,1,0,0,0,0,0,3,3,1,7,0,10,8,0,0,0,17,2,2,0,0,0,0,0,0,0,0,0,0,0,8,2,13,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,26,4,21,0,2,1,0,0,0,0,0,138,17,1,0,0,0,3,15,0,44,22,1,0,159,3,0,0,0,0,1,0,1,13,1,0,0,0,0,0,2,58,119,22,1,0,58,5,23,60,0,0,0,5,0,0,1,16,51,0,0,7,0,54,0,0,2,0,23,4,0,164,17
2,18,0,5,5,0,98,0,1,1,0,0,4,0,2,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,4,1,8,0,18,4,1,3,0,13,1,2,0,0,0,0,0,0,0,0,0,0,0,16,1,13,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,16,0,5,0,0,0,0,0,0,155,15,0,0,0,0,3,25,0,34,27,0,0,132,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,52,136,25,0,0,59,3,20,56,0,0,0,4,0,0,1,20,39,0,0,10,0,41,0,0,3,0,16,3,0,171,8
2,27,0,3,7,0,93,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,4,1,6,0,8,4,2,0,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,3,19,0,1,0,0,0,0,0,0,104,13,0,0,0,1,7,26,0,26,19,1,0,133,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,51,97,21,1,0,43,3,18,51,0,0,0,2,0,0,0,20,39,0,0,2,0,44,4,0,2,0,16,3,1,127,20
2,26,0,4,9,0,100,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,7,0,13,7,1,0,0,13,3,4,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,17,0,1,0,0,0,0,0,0,121,14,0,0,0,0,0,25,0,35,20,0,0,123,2,1,0,0,0,1,0,0,14,1,0,0,0,0,0,2,55,107,20,1,0,62,5,16,57,0,0,0,5,0,1,2,27,49,0,0,8,0,40,0,0,2,0,17,6,1,109,8
2,24,2,4,16,0,87,0,0,1,0,2,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,3,0,10,7,0,2,0,16,3,3,0,0,0,1,0,0,0,0,0,0,0,5,1,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,6,18,0,4,0,0,0,0,0,0,114,14,0,0,0,0,5,21,0,35,17,0,0,128,1,0,0,0,0,3,0,0,7,0,0,2,0,0,0,0,35,107,21,0,0,49,3,25,37,0,0,0,1,1,1,0,27,40,0,0,4,0,49,0,0,5,0,18,0,2,162,13
2,3,1,10,16,0,117,1,0,0,0,1,4,0,5,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2,9,0,11,10,1,0,0,8,3,2,0,0,0,2,0,0,0,0,0,0,0,6,0,13,0,0,0,8,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,29,1,22,0,6,1,0,0,0,0,0,148,19,0,0,0,0,3,21,0,59,18,0,0,153,1,0,0,0,0,0,1,0,13,1,0,2,0,0,0,1,55,118,31,1,1,81,4,27,52,0,0,0,2,0,0,0,26,55,0,0,11,0,45,0,0,1,0,25,3,2,180,23
2,8,1,3,11,0,90,1,0,0,0,0,4,0,9,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,1,7,0,7,2,1,0,0,12,1,3,0,0,0,0,0,0,0,0,0,0,0,14,1,8,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,16,1,17,0,2,1,0,0,0,0,0,139,24,0,0,0,0,1,3,0,42,15,0,0,145,2,2,0,0,0,1,0,1,13,0,0,0,0,0,0,1,42,125,14,2,1,67,4,16,37,0,0,0,5,1,0,1,32,33,0,0,6,0,43,0,0,1,0,22,3,0,140,24
2,13,0,5,12,0,86,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,3,0,13,2,0,1,0,17,1,7,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,1,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,33,1,17,0,2,0,0,0,0,0,0,107,7,0,0,0,0,3,22,0,22,13,0,0,100,1,2,0,0,0,0,1,1,7,0,0,3,0,0,0,0,42,94,17,0,0,64,5,19,50,0,0,0,1,0,0,0,21,36,0,0,5,0,41,0,0,0,0,21,2,0,120,9
2,25,0,3,5,0,95,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,0,3,0,10,5,1,1,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2,6,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,18,0,7,0,2,1,0,0,0,0,0,112,17,1,0,0,0,1,16,0,35,16,0,0,95,1,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,43,100,19,0,0,50,2,24,43,0,0,0,0,0,0,0,15,33,0,0,6,0,37,0,0,3,0,18,3,0,113,7
2,15,0,1,6,0,89,1,1,1,0,0,1,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,9,0,6,4,3,0,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,15,0,1,1,0,0,0,0,0,129,27,0,0,0,0,0,0,0,40,22,0,0,122,2,0,0,0,0,0,0,1,13,1,0,0,0,0,0,2,42,124,14,0,1,73,3,18,36,0,0,0,2,1,0,1,25,27,0,0,8,0,41,0,0,1,0,17,2,0,143,15
3,25,0,2,9,1,86,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,5,0,8,0,6,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,1,8,0,1,0,0,0,0,0,0,97,4,0,0,0,0,1,0,0,34,9,1,0,103,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,3,49,94,19,0,0,63,2,11,33,0,0,0,1,0,0,0,19,8,0,0,1,0,30,0,0,2,0,12,3,0,70,17
3,10,0,3,12,0,70,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,6,0,8,0,6,2,1,0,0,11,1,6,0,0,0,0,0,0,0,1,0,0,0,9,2,7,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,1,13,0,4,0,0,0,0,0,0,115,16,0,0,0,0,0,22,0,40,17,0,0,130,0,0,0,0,0,2,0,0,7,1,0,1,0,1,0,0,49,106,14,1,0,48,5,14,38,0,0,0,5,0,0,1,25,43,0,0,7,0,45,4,0,1,0,9,2,2,130,15
3,17,0,3,20,1,101,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,3,1,0,7,2,1,0,0,9,2,4,0,0,0,1,0,0,0,0,0,0,0,4,2,14,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,2,16,0,0,0,0,0,0,0,0,112,4,0,0,0,0,0,3,0,46,19,0,0,147,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,48,112,14,0,0,64,2,17,48,0,2,0,3,0,1,0,21,29,0,0,5,0,43,0,1,5,0,21,1,0,117,20
3,7,0,1,9,0,90,1,2,1,0,1,5,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,5,0,12,6,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20,0,11,0,1,0,0,0,0,0,0,121,14,0,0,0,0,1,0,0,36,14,0,0,159,0,1,0,0,0,1,0,0,14,0,0,1,0,0,0,2,44,136,20,0,0,65,7,15,37,0,0,0,5,0,0,1,15,24,0,0,4,0,36,4,0,4,0,26,1,0,121,22
3,20,0,1,3,0,105,1,0,1,0,1,5,0,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,0,6,0,8,3,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,8,0,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,16,0,1,0,0,0,0,0,0,123,7,0,0,0,0,1,1,0,19,12,0,0,109,2,0,0,0,0,0,1,0,6,0,0,1,0,0,0,2,39,118,17,0,0,77,5,6,47,0,0,0,1,0,0,0,20,6,0,0,4,0,29,0,0,0,0,19,0,2,99,8
3,23,0,0,8,0,70,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,4,0,7,3,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,11,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,2,9,0,3,1,0,0,0,0,0,96,1,0,0,0,0,0,1,0,22,3,0,0,104,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,31,83,12,0,0,60,0,11,35,0,0,0,0,0,0,0,14,9,0,0,4,0,23,0,0,1,0,15,2,0,84,10
3,4,0,5,12,0,101,0,0,1,0,4,4,0,4,0,0,0,0,0,0,0,6,1,0,1,0,0,0,2,11,0,5,0,8,6,0,1,0,10,3,4,0,0,0,0,1,0,0,0,0,0,0,16,1,6,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,21,1,15,0,2,0,0,0,0,0,0,129,20,0,0,0,0,1,26,0,38,10,0,0,123,1,1,0,0,0,1,0,2,7,2,0,1,0,0,0,1,68,109,17,0,0,57,1,17,54,0,1,0,3,0,2,1,13,42,0,0,7,0,51,1,0,2,0,23,3,1,144,6
4,2,0,1,10,0,81,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,3,0,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,2,7,0,1,0,0,0,0,0,0,99,2,0,0,0,0,1,0,0,23,9,0,0,83,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,31,89,15,0,0,43,2,6,23,0,0,0,1,0,0,0,17,2,0,1,3,0,20,0,0,0,0,21,2,0,83,14
4,11,0,0,11,0,80,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,4,0,7,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,12,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8,0,12,0,1,0,0,0,0,0,0,123,7,0,0,0,0,0,0,0,21,7,0,0,113,2,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,43,98,14,1,0,80,2,6,27,0,0,0,0,0,0,0,16,6,0,0,7,0,24,0,0,0,0,14,0,0,89,21
4,25,0,3,5,0,106,0,0,1,0,1,6,0,1,1,0,0,0,0,1,0,4,1,0,1,0,0,1,0,1,2,4,0,10,2,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,10,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,9,0,2,0,0,0,0,0,0,94,4,0,0,0,0,0,0,0,12,6,0,0,79,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,2,36,84,19,0,0,68,2,1,27,0,0,0,1,0,0,0,27,7,0,0,6,0,24,0,0,2,0,9,1,0,75,8
4,19,0,0,7,0,74,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,8,0,1,0,0,0,0,0,0,94,1,0,0,0,0,1,0,0,21,5,0,0,86,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,35,86,16,0,0,48,0,5,22,0,0,0,1,0,0,0,11,4,0,0,2,0,23,0,0,2,0,9,1,0,59,15
